# This file stores the subsets of the data leading to recovery
nan,nan
nan,nan
nan,nan
4.090909090909090828e+00,5.000000000000000000e+00
nan,nan
nan,nan
nan,nan
nan,nan
2.525252525252525415e-01,3.636363636363636243e+00
1.262626262626262541e+00,4.545454545454544970e+00
nan,nan
nan,nan
2.525252525252525415e-01,6.060606060606060774e-01
4.545454545454545303e-01,4.797979797979797567e+00
6.565656565656565746e-01,4.242424242424242209e+00
4.040404040404040331e-01,1.464646464646464530e+00
nan,nan
nan,nan
nan,nan
6.565656565656565746e-01,3.535353535353535470e+00
2.525252525252525415e-01,9.090909090909090606e-01
nan,nan
7.070707070707070718e-01,1.060606060606060552e+00
nan,nan
1.515151515151515194e-01,3.131313131313131048e+00
nan,nan
6.565656565656565746e-01,3.131313131313131048e+00
2.525252525252525415e-01,2.777777777777777679e+00
nan,nan
nan,nan
1.464646464646464530e+00,4.646464646464646187e+00
nan,nan
nan,nan
8.585858585858585634e-01,4.797979797979797567e+00
5.050505050505050830e-01,2.525252525252525082e+00
nan,nan
5.555555555555555802e-01,3.939393939393939448e+00
5.050505050505050414e-02,3.282828282828282873e+00
nan,nan
nan,nan
5.050505050505050414e-02,3.787878787878787623e+00
nan,nan
1.666666666666666741e+00,5.000000000000000000e+00
1.767676767676767735e+00,4.646464646464646187e+00
nan,nan
nan,nan
nan,nan
nan,nan
2.525252525252525415e-01,4.040404040404040664e+00
nan,nan
1.363636363636363535e+00,4.595959595959596022e+00
2.525252525252525415e-01,4.494949494949494806e+00
nan,nan
4.040404040404040331e-01,6.565656565656565746e-01
nan,nan
nan,nan
1.767676767676767735e+00,4.141414141414140992e+00
nan,nan
1.919191919191919116e+00,4.393939393939393590e+00
nan,nan
5.050505050505050830e-01,1.212121212121212155e+00
nan,nan
nan,nan
nan,nan
2.020202020202020166e-01,8.585858585858585634e-01
nan,nan
4.040404040404040331e-01,1.767676767676767735e+00
5.050505050505050414e-02,3.030303030303030276e+00
nan,nan
3.535353535353535359e-01,1.111111111111111160e+00
1.010101010101010083e-01,4.898989898989898784e+00
3.989898989898989612e+00,4.898989898989898784e+00
nan,nan
nan,nan
nan,nan
1.010101010101010083e-01,3.535353535353535359e-01
nan,nan
nan,nan
1.818181818181818121e+00,4.343434343434343425e+00
nan,nan
nan,nan
1.262626262626262541e+00,4.242424242424242209e+00
nan,nan
nan,nan
5.555555555555555802e-01,4.848484848484848619e+00
nan,nan
1.515151515151515194e-01,1.363636363636363535e+00
6.565656565656565746e-01,1.969696969696969724e+00
nan,nan
3.535353535353535359e-01,4.898989898989898784e+00
nan,nan
2.323232323232323093e+00,4.696969696969697239e+00
2.727272727272727071e+00,4.595959595959596022e+00
1.111111111111111160e+00,3.131313131313131048e+00
nan,nan
4.040404040404040331e-01,4.191919191919192045e+00
9.595959595959595578e-01,4.696969696969697239e+00
1.767676767676767735e+00,3.282828282828282873e+00
5.050505050505050830e-01,8.080808080808080662e-01
nan,nan
nan,nan
7.575757575757575690e-01,4.595959595959596022e+00
4.343434343434343425e+00,4.747474747474747403e+00
nan,nan
nan,nan
2.020202020202020332e+00,4.494949494949494806e+00
nan,nan
nan,nan
5.555555555555555802e-01,1.313131313131313149e+00
nan,nan
nan,nan
2.525252525252525415e-01,2.878787878787878896e+00
5.050505050505050830e-01,3.686868686868686851e+00
nan,nan
3.535353535353535359e-01,5.050505050505050830e-01
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.040404040404040331e-01,3.484848484848484862e+00
nan,nan
6.565656565656565746e-01,3.636363636363636243e+00
5.555555555555555802e-01,3.737373737373737459e+00
3.787878787878787623e+00,4.595959595959596022e+00
nan,nan
6.060606060606060774e-01,3.232323232323232265e+00
nan,nan
nan,nan
8.585858585858585634e-01,4.949494949494949836e+00
6.060606060606060774e-01,2.020202020202020332e+00
nan,nan
nan,nan
nan,nan
5.050505050505050830e-01,7.575757575757575690e-01
nan,nan
2.020202020202020166e-01,1.565656565656565524e+00
nan,nan
nan,nan
nan,nan
nan,nan
1.515151515151515194e-01,3.181818181818181657e+00
nan,nan
2.525252525252525415e-01,4.747474747474747403e+00
1.111111111111111160e+00,4.646464646464646187e+00
0.000000000000000000e+00,5.050505050505050830e-01
nan,nan
nan,nan
3.535353535353535359e-01,4.595959595959596022e+00
nan,nan
9.090909090909090606e-01,3.787878787878787623e+00
nan,nan
nan,nan
nan,nan
nan,nan
1.767676767676767735e+00,3.080808080808080884e+00
nan,nan
nan,nan
5.555555555555555802e-01,4.242424242424242209e+00
nan,nan
2.525252525252525415e-01,9.595959595959595578e-01
nan,nan
nan,nan
nan,nan
1.060606060606060552e+00,2.222222222222222321e+00
3.535353535353535359e-01,1.111111111111111160e+00
nan,nan
4.040404040404040331e-01,4.191919191919192045e+00
nan,nan
nan,nan
5.050505050505050830e-01,9.595959595959595578e-01
nan,nan
nan,nan
4.494949494949494806e+00,5.000000000000000000e+00
5.555555555555555802e-01,4.595959595959596022e+00
nan,nan
5.050505050505050830e-01,1.717171717171717127e+00
4.494949494949494806e+00,5.000000000000000000e+00
nan,nan
2.676767676767676907e+00,4.747474747474747403e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
5.555555555555555802e-01,1.010101010101010166e+00
nan,nan
nan,nan
nan,nan
6.060606060606060774e-01,4.090909090909090828e+00
nan,nan
3.535353535353535359e-01,1.060606060606060552e+00
1.767676767676767735e+00,4.191919191919192045e+00
nan,nan
3.030303030303030387e-01,2.373737373737373701e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.989898989898989612e+00,4.747474747474747403e+00
nan,nan
nan,nan
4.040404040404040331e-01,4.898989898989898784e+00
1.565656565656565524e+00,4.494949494949494806e+00
nan,nan
nan,nan
4.040404040404040331e-01,5.050505050505050830e-01
nan,nan
5.555555555555555802e-01,5.000000000000000000e+00
2.727272727272727071e+00,4.696969696969697239e+00
3.535353535353535359e-01,4.545454545454544970e+00
6.565656565656565746e-01,4.393939393939393590e+00
1.919191919191919116e+00,4.898989898989898784e+00
7.070707070707070718e-01,3.737373737373737459e+00
4.343434343434343425e+00,5.000000000000000000e+00
2.525252525252525415e-01,3.686868686868686851e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
6.060606060606060774e-01,9.090909090909090606e-01
nan,nan
1.565656565656565524e+00,4.595959595959596022e+00
7.070707070707070718e-01,3.080808080808080884e+00
nan,nan
1.010101010101010083e-01,4.848484848484848619e+00
nan,nan
2.121212121212121104e+00,5.000000000000000000e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
2.323232323232323093e+00,4.646464646464646187e+00
4.040404040404040331e-01,3.636363636363636243e+00
6.565656565656565746e-01,4.292929292929293261e+00
3.030303030303030387e-01,2.575757575757575690e+00
nan,nan
nan,nan
nan,nan
nan,nan
9.090909090909090606e-01,4.191919191919192045e+00
nan,nan
1.313131313131313149e+00,5.000000000000000000e+00
nan,nan
1.767676767676767735e+00,4.747474747474747403e+00
nan,nan
nan,nan
3.030303030303030387e-01,2.222222222222222321e+00
3.535353535353535359e-01,2.777777777777777679e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
4.040404040404040331e-01,1.060606060606060552e+00
nan,nan
