# This file stores the subsets of the data leading to recovery
3.535353535353535359e-01,1.313131313131313149e+00
1.666666666666666741e+00,4.494949494949494806e+00
1.111111111111111160e+00,3.484848484848484862e+00
nan,nan
1.565656565656565524e+00,4.747474747474747403e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.535353535353535359e-01,3.484848484848484862e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
7.070707070707070718e-01,4.343434343434343425e+00
nan,nan
nan,nan
nan,nan
4.040404040404040331e-01,2.979797979797979668e+00
nan,nan
nan,nan
6.565656565656565746e-01,3.434343434343434254e+00
nan,nan
nan,nan
6.565656565656565746e-01,2.929292929292929060e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
1.515151515151515138e+00,4.949494949494949836e+00
nan,nan
nan,nan
1.010101010101010083e-01,3.535353535353535359e-01
nan,nan
nan,nan
2.525252525252525415e-01,2.020202020202020332e+00
nan,nan
5.050505050505050830e-01,2.929292929292929060e+00
nan,nan
nan,nan
2.525252525252525415e-01,4.545454545454544970e+00
nan,nan
nan,nan
nan,nan
nan,nan
7.575757575757575690e-01,1.868686868686868729e+00
4.040404040404040331e-01,3.989898989898989612e+00
nan,nan
2.020202020202020166e-01,2.121212121212121104e+00
nan,nan
nan,nan
3.030303030303030387e-01,4.898989898989898784e+00
3.535353535353535359e-01,2.878787878787878896e+00
1.313131313131313149e+00,2.171717171717171713e+00
1.515151515151515194e-01,4.090909090909090828e+00
nan,nan
1.515151515151515138e+00,4.191919191919192045e+00
nan,nan
nan,nan
nan,nan
nan,nan
1.919191919191919116e+00,4.646464646464646187e+00
nan,nan
nan,nan
1.313131313131313149e+00,1.363636363636363535e+00
nan,nan
nan,nan
nan,nan
1.010101010101010083e-01,3.686868686868686851e+00
2.070707070707070496e+00,5.000000000000000000e+00
nan,nan
nan,nan
2.020202020202020332e+00,4.595959595959596022e+00
4.595959595959596022e+00,4.949494949494949836e+00
4.545454545454545303e-01,3.636363636363636243e+00
1.515151515151515194e-01,2.474747474747474918e+00
1.161616161616161547e+00,2.626262626262626299e+00
nan,nan
5.050505050505050414e-02,2.020202020202020166e-01
nan,nan
5.050505050505050830e-01,4.444444444444444642e+00
2.474747474747474918e+00,4.040404040404040664e+00
nan,nan
5.050505050505050830e-01,6.565656565656565746e-01
5.050505050505050830e-01,4.444444444444444642e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
7.070707070707070718e-01,3.484848484848484862e+00
8.080808080808080662e-01,3.989898989898989612e+00
nan,nan
nan,nan
nan,nan
2.121212121212121104e+00,4.292929292929293261e+00
nan,nan
nan,nan
nan,nan
nan,nan
2.020202020202020166e-01,1.262626262626262541e+00
1.818181818181818121e+00,4.090909090909090828e+00
2.020202020202020166e-01,4.545454545454544970e+00
6.060606060606060774e-01,3.484848484848484862e+00
4.545454545454545303e-01,3.131313131313131048e+00
nan,nan
nan,nan
nan,nan
1.010101010101010166e+00,2.424242424242424310e+00
2.272727272727272485e+00,4.242424242424242209e+00
nan,nan
4.595959595959596022e+00,4.949494949494949836e+00
nan,nan
1.818181818181818121e+00,4.646464646464646187e+00
nan,nan
1.515151515151515194e-01,4.545454545454544970e+00
nan,nan
3.030303030303030387e-01,2.171717171717171713e+00
nan,nan
3.030303030303030387e-01,1.767676767676767735e+00
nan,nan
1.868686868686868729e+00,4.494949494949494806e+00
8.080808080808080662e-01,1.010101010101010166e+00
2.828282828282828287e+00,5.000000000000000000e+00
nan,nan
nan,nan
2.020202020202020166e-01,4.393939393939393590e+00
nan,nan
7.070707070707070718e-01,4.898989898989898784e+00
5.050505050505050414e-02,2.373737373737373701e+00
2.373737373737373701e+00,4.949494949494949836e+00
4.040404040404040331e-01,1.060606060606060552e+00
nan,nan
2.525252525252525415e-01,3.434343434343434254e+00
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
6.060606060606060774e-01,3.787878787878787623e+00
nan,nan
nan,nan
1.010101010101010083e-01,1.262626262626262541e+00
1.515151515151515194e-01,3.636363636363636243e+00
2.727272727272727071e+00,4.696969696969697239e+00
nan,nan
nan,nan
1.515151515151515194e-01,3.686868686868686851e+00
nan,nan
3.030303030303030387e-01,2.323232323232323093e+00
1.565656565656565524e+00,3.232323232323232265e+00
nan,nan
7.070707070707070718e-01,2.828282828282828287e+00
2.525252525252525415e-01,2.020202020202020332e+00
nan,nan
1.515151515151515138e+00,5.000000000000000000e+00
nan,nan
nan,nan
nan,nan
3.535353535353535359e-01,4.747474747474747403e+00
nan,nan
nan,nan
nan,nan
5.555555555555555802e-01,2.474747474747474918e+00
nan,nan
nan,nan
nan,nan
5.050505050505050830e-01,3.181818181818181657e+00
nan,nan
3.535353535353535359e-01,4.343434343434343425e+00
nan,nan
2.525252525252525082e+00,4.696969696969697239e+00
3.535353535353535359e-01,2.828282828282828287e+00
nan,nan
1.313131313131313149e+00,5.000000000000000000e+00
3.939393939393939448e+00,4.696969696969697239e+00
nan,nan
nan,nan
1.212121212121212155e+00,4.242424242424242209e+00
2.121212121212121104e+00,4.545454545454544970e+00
1.515151515151515194e-01,1.363636363636363535e+00
nan,nan
nan,nan
4.545454545454545303e-01,1.060606060606060552e+00
nan,nan
2.070707070707070496e+00,4.646464646464646187e+00
1.060606060606060552e+00,4.242424242424242209e+00
nan,nan
4.040404040404040331e-01,1.515151515151515138e+00
2.828282828282828287e+00,4.090909090909090828e+00
3.030303030303030387e-01,3.535353535353535359e-01
3.030303030303030387e-01,3.333333333333333481e+00
1.262626262626262541e+00,4.595959595959596022e+00
nan,nan
nan,nan
nan,nan
nan,nan
6.060606060606060774e-01,3.686868686868686851e+00
nan,nan
nan,nan
6.565656565656565746e-01,4.747474747474747403e+00
nan,nan
nan,nan
nan,nan
nan,nan
9.595959595959595578e-01,3.888888888888888840e+00
nan,nan
nan,nan
4.040404040404040664e+00,4.494949494949494806e+00
1.161616161616161547e+00,4.595959595959596022e+00
nan,nan
nan,nan
nan,nan
nan,nan
5.050505050505050414e-02,8.585858585858585634e-01
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
3.535353535353535359e-01,4.545454545454545303e-01
